"","dist","geometry.x","geometry.y","retailer_name.y","retailer_name.x","address.x","address.y"
"83",0.00347092405565454,c(-78.8376428, 35.9489556),c(-78.837816, 35.945489),"tommys mini mart","tommys mini mart","1701 South Miami Blvd","1803 South Miami Blvd"
"84",5.30377224364217e-05,c(-78.979553, 36.032063),c(-78.979591, 36.0321),"dollar general","dollar general store 9167","4623 Hillsborough Road","4623 HILLSBOROUGH ROAD"
"85",0.000760263112364998,c(-78.88607, 35.97395),c(-78.885322, 35.973814),"city food mart","town mart","1432 East Lawson Street","1432 E Lawson St"
"86",0.000534759759126212,c(-78.93655, 36.02946),c(-78.936258, 36.029908),"family fare","pomodoro italian kitchen and pizzeria","1811 Hillandale Road","1815 HILLANDALE ROAD"
"87",2.90688837040136e-05,c(-78.899964, 35.987775),c(-78.899977, 35.987749),"family dollar","durham food world","401 East Lakewood Avenue","401 EAST LAKEWOOD AVENUE # B"
"88",0.00204193761168591,c(-78.8896819, 36.018255),c(-78.888703, 36.016463),"bull market 112","colonial village family fare 196","2110 Roxboro Road","2108 AVONDALE DRIVE"
"89",0.00114564889910167,c(-78.9583786, 35.9174972),c(-78.957646, 35.918378),"harris teeter 224","makus empanadas","1125 West NC Hwy 54 Suite 304","1125 WEST NC HWY 54"
"90",0.0020687146782666,c(-78.8680389, 35.9914349),c(-78.867082, 35.993269),"tobacco town","wellons village family fare 447","921 North Miami Blvd","1000 NORTH MIAMI BLVD # 105"
"91",7.63216876049408e-05,c(-78.901741, 36.00523),c(-78.901781, 36.005165),"trinity food mart","trinity food mart","403 West Trinity Avenue","403 WEST TRINITY AVENUE"
"92",0.00447412147466791,c(-78.9564501, 35.9645316),c(-78.958057, 35.960356),"harris teeter fuel 172 - durham, nc kiosk","neo china restaurant","4015 University Drive Suite I","1809 MARTIN LUTHER KING JR PARKWAY"
"93",0.00217550325442441,c(-78.9198264, 36.0061055),c(-78.921896, 36.006776),"west durham family fare 450","vine asian cuisine","607 Broad Street","1922 WEST MAIN STREET"
"94",0.000563773003962104,c(-78.915869, 35.996597),c(-78.915721, 35.997141),"taiba market","cookery","1101 West Chapel Hill Street","1008 W Chapel Hill St"
"95",0.00157776747653566,c(-78.930759, 36.0833299),c(-78.932328, 36.083496),"umstead road b p 440","bull market 133","5100 Guess Road","5109 GUESS ROAD"
"96",0.00312243110412266,c(-78.903637, 36.054338),c(-78.904727, 36.051412),"duke street b p 214","cruizers 13","4401 North Roxboro Road","3804 NORTH DUKE STREET"
"97",0.00144305855737667,c(-78.88937, 36.01688),c(-78.889663, 36.018293),"family dollar #293","la movida night club","2202 Avondale Drive","2110 N Roxboro Road"
"98",0.00109559527198166,c(-78.911225, 36.076511),c(-78.910948, 36.077571),"cruizers","rickys n y pizza","5279 North Roxboro Road Unit H-I","100 LATTA ROAD"
"99",0.000346883265672817,c(-78.89647, 36.03695),c(-78.896672, 36.036668),"shell","bragtown shell","3615 North Roxboro Street","3615 N Roxboro St"
"100",0.00102907968593326,c(-78.86748, 35.99232),c(-78.867082, 35.993269),"family dollar 225","habibi mini mart","1933 Holloway Street Suite B","1000 NORTH MIAMI BOULEVARD, SUITE 500-B"
